LIGHT (lux),Time since start in ms,YYYY-MO-DD HH-MI-SS.SSSS
37.00,122840,2022-03-30 20:54:16.4140
37.00,122883,2022-03-30 20:54:16.4580
37.00,122931,2022-03-30 20:54:16.5050
37.00,122977,2022-03-30 20:54:16.5510
37.00,123024,2022-03-30 20:54:16.5980
37.00,123073,2022-03-30 20:54:16.6470
37.00,123113,2022-03-30 20:54:16.6870
37.00,123159,2022-03-30 20:54:16.7330
37.00,123204,2022-03-30 20:54:16.7790
37.00,123249,2022-03-30 20:54:16.8230
37.00,123299,2022-03-30 20:54:16.8740
37.00,123347,2022-03-30 20:54:16.9220
43.00,123395,2022-03-30 20:54:16.9700
43.00,123442,2022-03-30 20:54:17.0170
43.00,123486,2022-03-30 20:54:17.0600
43.00,123533,2022-03-30 20:54:17.1070
43.00,123580,2022-03-30 20:54:17.1540
43.00,123626,2022-03-30 20:54:17.2000
43.00,123673,2022-03-30 20:54:17.2470
43.00,123720,2022-03-30 20:54:17.2950
43.00,123765,2022-03-30 20:54:17.3400
43.00,123802,2022-03-30 20:54:17.3760
43.00,123847,2022-03-30 20:54:17.4210
43.00,123893,2022-03-30 20:54:17.4670
43.00,123939,2022-03-30 20:54:17.5130
43.00,123985,2022-03-30 20:54:17.5590
43.00,124030,2022-03-30 20:54:17.6040
43.00,124074,2022-03-30 20:54:17.6480
33.00,124122,2022-03-30 20:54:17.6960
33.00,124160,2022-03-30 20:54:17.7350
33.00,124206,2022-03-30 20:54:17.7810
33.00,124254,2022-03-30 20:54:17.8280
33.00,124300,2022-03-30 20:54:17.8740
33.00,124345,2022-03-30 20:54:17.9200
33.00,124391,2022-03-30 20:54:17.9660
33.00,124437,2022-03-30 20:54:18.0110
33.00,124486,2022-03-30 20:54:18.0600
33.00,124530,2022-03-30 20:54:18.1050
33.00,124575,2022-03-30 20:54:18.1490
33.00,124621,2022-03-30 20:54:18.1950
33.00,124671,2022-03-30 20:54:18.2460
33.00,124716,2022-03-30 20:54:18.2910
33.00,124763,2022-03-30 20:54:18.3370
34.00,124811,2022-03-30 20:54:18.3860
34.00,124862,2022-03-30 20:54:18.4360
34.00,124907,2022-03-30 20:54:18.4810
34.00,124953,2022-03-30 20:54:18.5280
34.00,125000,2022-03-30 20:54:18.5740
34.00,125047,2022-03-30 20:54:18.6220
34.00,125095,2022-03-30 20:54:18.6690
34.00,125144,2022-03-30 20:54:18.7180
34.00,125192,2022-03-30 20:54:18.7670
34.00,125239,2022-03-30 20:54:18.8130
34.00,125285,2022-03-30 20:54:18.8600
34.00,125332,2022-03-30 20:54:18.9070
34.00,125377,2022-03-30 20:54:18.9520
34.00,125432,2022-03-30 20:54:19.0070
34.00,125494,2022-03-30 20:54:19.0680
46.00,125546,2022-03-30 20:54:19.1210
46.00,125594,2022-03-30 20:54:19.1680
46.00,125638,2022-03-30 20:54:19.2120
46.00,125683,2022-03-30 20:54:19.2570
46.00,125728,2022-03-30 20:54:19.3030
46.00,125777,2022-03-30 20:54:19.3510
46.00,125824,2022-03-30 20:54:19.3990
46.00,125868,2022-03-30 20:54:19.4430
46.00,125918,2022-03-30 20:54:19.4920
46.00,125966,2022-03-30 20:54:19.5400
46.00,126012,2022-03-30 20:54:19.5870
46.00,126060,2022-03-30 20:54:19.6340
46.00,126107,2022-03-30 20:54:19.6820
46.00,126154,2022-03-30 20:54:19.7290
34.00,126203,2022-03-30 20:54:19.7780
34.00,126252,2022-03-30 20:54:19.8260
34.00,126299,2022-03-30 20:54:19.8730
34.00,126346,2022-03-30 20:54:19.9200
34.00,126392,2022-03-30 20:54:19.9660
34.00,126439,2022-03-30 20:54:20.0140
34.00,126488,2022-03-30 20:54:20.0620
34.00,126536,2022-03-30 20:54:20.1100
34.00,126581,2022-03-30 20:54:20.1560
34.00,126618,2022-03-30 20:54:20.1920
34.00,126664,2022-03-30 20:54:20.2390
34.00,126708,2022-03-30 20:54:20.2830
34.00,126756,2022-03-30 20:54:20.3310
34.00,126807,2022-03-30 20:54:20.3820
34.00,126854,2022-03-30 20:54:20.4280
33.00,126902,2022-03-30 20:54:20.4770
33.00,126950,2022-03-30 20:54:20.5250
33.00,126995,2022-03-30 20:54:20.5700
33.00,127053,2022-03-30 20:54:20.6280
33.00,127092,2022-03-30 20:54:20.6670
33.00,127130,2022-03-30 20:54:20.7040
33.00,127173,2022-03-30 20:54:20.7480
33.00,127217,2022-03-30 20:54:20.7920
33.00,127266,2022-03-30 20:54:20.8410
33.00,127314,2022-03-30 20:54:20.8890
33.00,127360,2022-03-30 20:54:20.9340
33.00,127406,2022-03-30 20:54:20.9800
33.00,127453,2022-03-30 20:54:21.0270
33.00,127500,2022-03-30 20:54:21.0750
33.00,127546,2022-03-30 20:54:21.1200
43.00,127594,2022-03-30 20:54:21.1680
43.00,127647,2022-03-30 20:54:21.2220
43.00,127693,2022-03-30 20:54:21.2670
43.00,127733,2022-03-30 20:54:21.3070
43.00,127764,2022-03-30 20:54:21.3390
43.00,127803,2022-03-30 20:54:21.3770
43.00,127850,2022-03-30 20:54:21.4250
43.00,127886,2022-03-30 20:54:21.4610
43.00,127919,2022-03-30 20:54:21.4940
43.00,127949,2022-03-30 20:54:21.5240
43.00,127994,2022-03-30 20:54:21.5680
43.00,128039,2022-03-30 20:54:21.6140
43.00,128087,2022-03-30 20:54:21.6620
43.00,128134,2022-03-30 20:54:21.7080
43.00,128183,2022-03-30 20:54:21.7570
43.00,128229,2022-03-30 20:54:21.8040
43.00,128276,2022-03-30 20:54:21.8500
37.00,128324,2022-03-30 20:54:21.8990
37.00,128369,2022-03-30 20:54:21.9430
37.00,128417,2022-03-30 20:54:21.9910
37.00,128461,2022-03-30 20:54:22.0360
37.00,128519,2022-03-30 20:54:22.0930
37.00,128571,2022-03-30 20:54:22.1460
37.00,128620,2022-03-30 20:54:22.1950
37.00,128667,2022-03-30 20:54:22.2410
37.00,128712,2022-03-30 20:54:22.2860
37.00,128748,2022-03-30 20:54:22.3220
37.00,128795,2022-03-30 20:54:22.3690
37.00,128844,2022-03-30 20:54:22.4180
37.00,128891,2022-03-30 20:54:22.4650
37.00,128937,2022-03-30 20:54:22.5120
37.00,128988,2022-03-30 20:54:22.5630
33.00,129033,2022-03-30 20:54:22.6070
33.00,129071,2022-03-30 20:54:22.6460
33.00,129105,2022-03-30 20:54:22.6800
33.00,129146,2022-03-30 20:54:22.7210
33.00,129198,2022-03-30 20:54:22.7720
33.00,129244,2022-03-30 20:54:22.8180
33.00,129288,2022-03-30 20:54:22.8620
33.00,129318,2022-03-30 20:54:22.8920
33.00,129345,2022-03-30 20:54:22.9190
33.00,129379,2022-03-30 20:54:22.9540
33.00,129409,2022-03-30 20:54:22.9840
33.00,129455,2022-03-30 20:54:23.0290
33.00,129496,2022-03-30 20:54:23.0700
33.00,129542,2022-03-30 20:54:23.1160
33.00,129587,2022-03-30 20:54:23.1610
33.00,129632,2022-03-30 20:54:23.2060
33.00,129668,2022-03-30 20:54:23.2420
40.00,129693,2022-03-30 20:54:23.2670
40.00,129721,2022-03-30 20:54:23.2950
40.00,129748,2022-03-30 20:54:23.3230
40.00,129777,2022-03-30 20:54:23.3520
40.00,129816,2022-03-30 20:54:23.3910
40.00,129863,2022-03-30 20:54:23.4370
40.00,129895,2022-03-30 20:54:23.4690
40.00,129925,2022-03-30 20:54:23.4990
40.00,129957,2022-03-30 20:54:23.5310
40.00,130005,2022-03-30 20:54:23.5800
40.00,130051,2022-03-30 20:54:23.6250
40.00,130102,2022-03-30 20:54:23.6770
40.00,130152,2022-03-30 20:54:23.7270
40.00,130201,2022-03-30 20:54:23.7760
40.00,130249,2022-03-30 20:54:23.8240
40.00,130295,2022-03-30 20:54:23.8690
40.00,130343,2022-03-30 20:54:23.9170
40.00,130387,2022-03-30 20:54:23.9620
40.00,130434,2022-03-30 20:54:24.0090
40.00,130473,2022-03-30 20:54:24.0480
40.00,130505,2022-03-30 20:54:24.0800
40.00,130547,2022-03-30 20:54:24.1220
40.00,130594,2022-03-30 20:54:24.1690
40.00,130625,2022-03-30 20:54:24.1990
40.00,130654,2022-03-30 20:54:24.2280
40.00,130686,2022-03-30 20:54:24.2600
40.00,130728,2022-03-30 20:54:24.3030
40.00,130774,2022-03-30 20:54:24.3490
40.00,130823,2022-03-30 20:54:24.3970
40.00,130870,2022-03-30 20:54:24.4440
40.00,130917,2022-03-30 20:54:24.4920
40.00,130966,2022-03-30 20:54:24.5410
40.00,131013,2022-03-30 20:54:24.5870
40.00,131056,2022-03-30 20:54:24.6300
40.00,131091,2022-03-30 20:54:24.6650
33.00,131135,2022-03-30 20:54:24.7090
33.00,131181,2022-03-30 20:54:24.7560
33.00,131224,2022-03-30 20:54:24.7990
33.00,131269,2022-03-30 20:54:24.8440
33.00,131317,2022-03-30 20:54:24.8920
33.00,131363,2022-03-30 20:54:24.9370
33.00,131410,2022-03-30 20:54:24.9840
33.00,131454,2022-03-30 20:54:25.0290
33.00,131504,2022-03-30 20:54:25.0780
33.00,131553,2022-03-30 20:54:25.1270
33.00,131599,2022-03-30 20:54:25.1740
33.00,131647,2022-03-30 20:54:25.2210
33.00,131692,2022-03-30 20:54:25.2670
33.00,131737,2022-03-30 20:54:25.3120
33.00,131785,2022-03-30 20:54:25.3600
36.00,131834,2022-03-30 20:54:25.4080
36.00,131880,2022-03-30 20:54:25.4550
36.00,131928,2022-03-30 20:54:25.5030
36.00,131972,2022-03-30 20:54:25.5470
36.00,132018,2022-03-30 20:54:25.5930
36.00,132066,2022-03-30 20:54:25.6410
36.00,132117,2022-03-30 20:54:25.6920
36.00,132163,2022-03-30 20:54:25.7380
36.00,132211,2022-03-30 20:54:25.7860
36.00,132257,2022-03-30 20:54:25.8320
36.00,132304,2022-03-30 20:54:25.8780
36.00,132349,2022-03-30 20:54:25.9240
36.00,132394,2022-03-30 20:54:25.9690
36.00,132440,2022-03-30 20:54:26.0150
36.00,132490,2022-03-30 20:54:26.0650
44.00,132536,2022-03-30 20:54:26.1110
44.00,132582,2022-03-30 20:54:26.1570
44.00,132625,2022-03-30 20:54:26.1990
44.00,132670,2022-03-30 20:54:26.2440
44.00,132716,2022-03-30 20:54:26.2910
44.00,132763,2022-03-30 20:54:26.3380
44.00,132811,2022-03-30 20:54:26.3850
44.00,132857,2022-03-30 20:54:26.4310
44.00,132906,2022-03-30 20:54:26.4810
44.00,132953,2022-03-30 20:54:26.5280
44.00,133001,2022-03-30 20:54:26.5750
44.00,133047,2022-03-30 20:54:26.6210
44.00,133092,2022-03-30 20:54:26.6660
44.00,133138,2022-03-30 20:54:26.7120
44.00,133187,2022-03-30 20:54:26.7610
31.00,133235,2022-03-30 20:54:26.8100
31.00,133282,2022-03-30 20:54:26.8560
31.00,133327,2022-03-30 20:54:26.9020
31.00,133371,2022-03-30 20:54:26.9460
31.00,133418,2022-03-30 20:54:26.9920
31.00,133464,2022-03-30 20:54:27.0380
31.00,133509,2022-03-30 20:54:27.0840
31.00,133555,2022-03-30 20:54:27.1290
31.00,133603,2022-03-30 20:54:27.1770
31.00,133651,2022-03-30 20:54:27.2250
31.00,133696,2022-03-30 20:54:27.2710
31.00,133743,2022-03-30 20:54:27.3170
31.00,133789,2022-03-30 20:54:27.3640
31.00,133836,2022-03-30 20:54:27.4110
31.00,133883,2022-03-30 20:54:27.4580
31.00,133933,2022-03-30 20:54:27.5080
31.00,133981,2022-03-30 20:54:27.5550
31.00,134027,2022-03-30 20:54:27.6010
31.00,134074,2022-03-30 20:54:27.6480
31.00,134121,2022-03-30 20:54:27.6950
31.00,134167,2022-03-30 20:54:27.7420
31.00,134213,2022-03-30 20:54:27.7870
31.00,134260,2022-03-30 20:54:27.8340
31.00,134307,2022-03-30 20:54:27.8810
31.00,134352,2022-03-30 20:54:27.9270
31.00,134399,2022-03-30 20:54:27.9730
31.00,134446,2022-03-30 20:54:28.0200
31.00,134491,2022-03-30 20:54:28.0660
31.00,134534,2022-03-30 20:54:28.1080
31.00,134565,2022-03-30 20:54:28.1400
37.00,134609,2022-03-30 20:54:28.1830
37.00,134653,2022-03-30 20:54:28.2280
37.00,134691,2022-03-30 20:54:28.2650
37.00,134726,2022-03-30 20:54:28.3010
37.00,134754,2022-03-30 20:54:28.3280
37.00,134779,2022-03-30 20:54:28.3540
37.00,134813,2022-03-30 20:54:28.3880
37.00,134861,2022-03-30 20:54:28.4350
37.00,134907,2022-03-30 20:54:28.4810
37.00,134954,2022-03-30 20:54:28.5290
37.00,135006,2022-03-30 20:54:28.5800
37.00,135054,2022-03-30 20:54:28.6280
37.00,135101,2022-03-30 20:54:28.6750
37.00,135149,2022-03-30 20:54:28.7240
37.00,135196,2022-03-30 20:54:28.7710
37.00,135245,2022-03-30 20:54:28.8190
37.00,135291,2022-03-30 20:54:28.8660
34.00,135340,2022-03-30 20:54:28.9150
34.00,135386,2022-03-30 20:54:28.9610
34.00,135434,2022-03-30 20:54:29.0080
34.00,135484,2022-03-30 20:54:29.0580
34.00,135528,2022-03-30 20:54:29.1020
34.00,135574,2022-03-30 20:54:29.1480
34.00,135619,2022-03-30 20:54:29.1940
34.00,135667,2022-03-30 20:54:29.2410
34.00,135714,2022-03-30 20:54:29.2880
34.00,135760,2022-03-30 20:54:29.3340
34.00,135807,2022-03-30 20:54:29.3810
34.00,135853,2022-03-30 20:54:29.4280
34.00,135899,2022-03-30 20:54:29.4740
34.00,135947,2022-03-30 20:54:29.5220
34.00,135999,2022-03-30 20:54:29.5730
39.00,136049,2022-03-30 20:54:29.6230
39.00,136097,2022-03-30 20:54:29.6720
39.00,136144,2022-03-30 20:54:29.7180
39.00,136188,2022-03-30 20:54:29.7630
39.00,136236,2022-03-30 20:54:29.8100
39.00,136283,2022-03-30 20:54:29.8580
39.00,136329,2022-03-30 20:54:29.9030
39.00,136374,2022-03-30 20:54:29.9480
39.00,136421,2022-03-30 20:54:29.9960
39.00,136467,2022-03-30 20:54:30.0410
39.00,136514,2022-03-30 20:54:30.0880
39.00,136559,2022-03-30 20:54:30.1340
39.00,136607,2022-03-30 20:54:30.1820
39.00,136652,2022-03-30 20:54:30.2270
39.00,136698,2022-03-30 20:54:30.2730
39.00,136748,2022-03-30 20:54:30.3230
39.00,136797,2022-03-30 20:54:30.3710
39.00,136843,2022-03-30 20:54:30.4180
39.00,136887,2022-03-30 20:54:30.4610
39.00,136931,2022-03-30 20:54:30.5060
39.00,136986,2022-03-30 20:54:30.5600
39.00,137032,2022-03-30 20:54:30.6070
39.00,137079,2022-03-30 20:54:30.6530
39.00,137123,2022-03-30 20:54:30.6980
39.00,137170,2022-03-30 20:54:30.7440
39.00,137216,2022-03-30 20:54:30.7910
39.00,137262,2022-03-30 20:54:30.8370
39.00,137309,2022-03-30 20:54:30.8840
39.00,137359,2022-03-30 20:54:30.9330
33.00,137406,2022-03-30 20:54:30.9800
33.00,137454,2022-03-30 20:54:31.0290
33.00,137502,2022-03-30 20:54:31.0770
33.00,137550,2022-03-30 20:54:31.1250
33.00,137597,2022-03-30 20:54:31.1710
33.00,137630,2022-03-30 20:54:31.2040
33.00,137665,2022-03-30 20:54:31.2400
33.00,137698,2022-03-30 20:54:31.2720
33.00,137723,2022-03-30 20:54:31.2970
33.00,137766,2022-03-30 20:54:31.3410
33.00,137816,2022-03-30 20:54:31.3910
33.00,137864,2022-03-30 20:54:31.4380
33.00,137911,2022-03-30 20:54:31.4850
33.00,137957,2022-03-30 20:54:31.5320
33.00,138005,2022-03-30 20:54:31.5790
33.00,138051,2022-03-30 20:54:31.6250
33.00,138099,2022-03-30 20:54:31.6730
38.00,138146,2022-03-30 20:54:31.7200
38.00,138192,2022-03-30 20:54:31.7670
38.00,138238,2022-03-30 20:54:31.8130
38.00,138286,2022-03-30 20:54:31.8610
38.00,138334,2022-03-30 20:54:31.9080
38.00,138378,2022-03-30 20:54:31.9530
38.00,138424,2022-03-30 20:54:31.9990
38.00,138459,2022-03-30 20:54:32.0340
38.00,138483,2022-03-30 20:54:32.0570
38.00,138527,2022-03-30 20:54:32.1010
38.00,138573,2022-03-30 20:54:32.1470
38.00,138620,2022-03-30 20:54:32.1950
38.00,138665,2022-03-30 20:54:32.2400
38.00,138711,2022-03-30 20:54:32.2850
38.00,138756,2022-03-30 20:54:32.3300
38.00,138804,2022-03-30 20:54:32.3790
41.00,138852,2022-03-30 20:54:32.4260
41.00,138880,2022-03-30 20:54:32.4540
41.00,138907,2022-03-30 20:54:32.4810
41.00,138938,2022-03-30 20:54:32.5120
41.00,138976,2022-03-30 20:54:32.5500
41.00,139020,2022-03-30 20:54:32.5940
41.00,139064,2022-03-30 20:54:32.6380
41.00,139111,2022-03-30 20:54:32.6860
41.00,139158,2022-03-30 20:54:32.7320
41.00,139206,2022-03-30 20:54:32.7810
41.00,139254,2022-03-30 20:54:32.8290
41.00,139299,2022-03-30 20:54:32.8730
41.00,139344,2022-03-30 20:54:32.9180
41.00,139393,2022-03-30 20:54:32.9670
41.00,139443,2022-03-30 20:54:33.0170
41.00,139491,2022-03-30 20:54:33.0660
33.00,139539,2022-03-30 20:54:33.1130
33.00,139586,2022-03-30 20:54:33.1600
33.00,139634,2022-03-30 20:54:33.2090
33.00,139682,2022-03-30 20:54:33.2570
33.00,139731,2022-03-30 20:54:33.3050
33.00,139778,2022-03-30 20:54:33.3530
33.00,139825,2022-03-30 20:54:33.3990
33.00,139871,2022-03-30 20:54:33.4460
33.00,139920,2022-03-30 20:54:33.4940
33.00,139967,2022-03-30 20:54:33.5410
33.00,140014,2022-03-30 20:54:33.5890
33.00,140057,2022-03-30 20:54:33.6320
33.00,140104,2022-03-30 20:54:33.6780
33.00,140147,2022-03-30 20:54:33.7220
33.00,140196,2022-03-30 20:54:33.7700
36.00,140246,2022-03-30 20:54:33.8210
36.00,140292,2022-03-30 20:54:33.8660
36.00,140336,2022-03-30 20:54:33.9110
36.00,140383,2022-03-30 20:54:33.9570
36.00,140429,2022-03-30 20:54:34.0030
36.00,140484,2022-03-30 20:54:34.0580
36.00,140528,2022-03-30 20:54:34.1020
36.00,140576,2022-03-30 20:54:34.1500
36.00,140625,2022-03-30 20:54:34.2000
36.00,140673,2022-03-30 20:54:34.2480
36.00,140718,2022-03-30 20:54:34.2920
36.00,140766,2022-03-30 20:54:34.3410
36.00,140813,2022-03-30 20:54:34.3880
36.00,140858,2022-03-30 20:54:34.4330
36.00,140906,2022-03-30 20:54:34.4800
46.00,140954,2022-03-30 20:54:34.5280
46.00,141000,2022-03-30 20:54:34.5750
46.00,141047,2022-03-30 20:54:34.6210
46.00,141095,2022-03-30 20:54:34.6690
46.00,141144,2022-03-30 20:54:34.7180
46.00,141190,2022-03-30 20:54:34.7650
46.00,141242,2022-03-30 20:54:34.8170
46.00,141290,2022-03-30 20:54:34.8650
46.00,141338,2022-03-30 20:54:34.9130
46.00,141383,2022-03-30 20:54:34.9570
46.00,141431,2022-03-30 20:54:35.0050
46.00,141476,2022-03-30 20:54:35.0510
46.00,141527,2022-03-30 20:54:35.1010
46.00,141573,2022-03-30 20:54:35.1480
33.00,141622,2022-03-30 20:54:35.1970
33.00,141670,2022-03-30 20:54:35.2440
33.00,141714,2022-03-30 20:54:35.2880
33.00,141761,2022-03-30 20:54:35.3360
33.00,141807,2022-03-30 20:54:35.3810
33.00,141855,2022-03-30 20:54:35.4290
33.00,141900,2022-03-30 20:54:35.4740
33.00,141946,2022-03-30 20:54:35.5210
33.00,141994,2022-03-30 20:54:35.5680
33.00,142041,2022-03-30 20:54:35.6160
33.00,142091,2022-03-30 20:54:35.6660
33.00,142137,2022-03-30 20:54:35.7120
33.00,142182,2022-03-30 20:54:35.7570
33.00,142230,2022-03-30 20:54:35.8040
33.00,142278,2022-03-30 20:54:35.8520
32.00,142326,2022-03-30 20:54:35.9000
32.00,142364,2022-03-30 20:54:35.9390
32.00,142395,2022-03-30 20:54:35.9700
32.00,142433,2022-03-30 20:54:36.0080
32.00,142482,2022-03-30 20:54:36.0560
32.00,142527,2022-03-30 20:54:36.1020
32.00,142573,2022-03-30 20:54:36.1480
32.00,142624,2022-03-30 20:54:36.1990
32.00,142671,2022-03-30 20:54:36.2450
32.00,142718,2022-03-30 20:54:36.2930
32.00,142764,2022-03-30 20:54:36.3380
32.00,142796,2022-03-30 20:54:36.3700
32.00,142823,2022-03-30 20:54:36.3980
32.00,142857,2022-03-30 20:54:36.4310
32.00,142896,2022-03-30 20:54:36.4700
32.00,142943,2022-03-30 20:54:36.5170
32.00,142988,2022-03-30 20:54:36.5620
43.00,143033,2022-03-30 20:54:36.6080
43.00,143066,2022-03-30 20:54:36.6410
43.00,143094,2022-03-30 20:54:36.6690
43.00,143124,2022-03-30 20:54:36.6980
43.00,143161,2022-03-30 20:54:36.7350
43.00,143206,2022-03-30 20:54:36.7810
43.00,143253,2022-03-30 20:54:36.8280
43.00,143298,2022-03-30 20:54:36.8720
43.00,143343,2022-03-30 20:54:36.9170
43.00,143389,2022-03-30 20:54:36.9640
43.00,143435,2022-03-30 20:54:37.0100
43.00,143484,2022-03-30 20:54:37.0590
43.00,143530,2022-03-30 20:54:37.1040
43.00,143575,2022-03-30 20:54:37.1490
43.00,143620,2022-03-30 20:54:37.1950
43.00,143669,2022-03-30 20:54:37.2430
36.00,143716,2022-03-30 20:54:37.2900
36.00,143762,2022-03-30 20:54:37.3370
36.00,143808,2022-03-30 20:54:37.3820
36.00,143852,2022-03-30 20:54:37.4270
36.00,143899,2022-03-30 20:54:37.4730
36.00,143948,2022-03-30 20:54:37.5220
36.00,143997,2022-03-30 20:54:37.5720
36.00,144047,2022-03-30 20:54:37.6210
36.00,144092,2022-03-30 20:54:37.6660
36.00,144138,2022-03-30 20:54:37.7120
36.00,144185,2022-03-30 20:54:37.7600
36.00,144231,2022-03-30 20:54:37.8050
36.00,144278,2022-03-30 20:54:37.8530
36.00,144326,2022-03-30 20:54:37.9000
36.00,144373,2022-03-30 20:54:37.9470
34.00,144420,2022-03-30 20:54:37.9950
34.00,144467,2022-03-30 20:54:38.0420
34.00,144517,2022-03-30 20:54:38.0920
34.00,144563,2022-03-30 20:54:38.1380
34.00,144609,2022-03-30 20:54:38.1840
34.00,144653,2022-03-30 20:54:38.2270
34.00,144697,2022-03-30 20:54:38.2720
34.00,144742,2022-03-30 20:54:38.3160
34.00,144790,2022-03-30 20:54:38.3640
34.00,144837,2022-03-30 20:54:38.4120
34.00,144881,2022-03-30 20:54:38.4560
34.00,144929,2022-03-30 20:54:38.5030
34.00,144974,2022-03-30 20:54:38.5480
34.00,145022,2022-03-30 20:54:38.5970
34.00,145073,2022-03-30 20:54:38.6480
42.00,145121,2022-03-30 20:54:38.6950
42.00,145170,2022-03-30 20:54:38.7450
42.00,145211,2022-03-30 20:54:38.7860
42.00,145260,2022-03-30 20:54:38.8340
42.00,145306,2022-03-30 20:54:38.8800
42.00,145352,2022-03-30 20:54:38.9260
42.00,145400,2022-03-30 20:54:38.9750
42.00,145447,2022-03-30 20:54:39.0220
42.00,145497,2022-03-30 20:54:39.0710
42.00,145547,2022-03-30 20:54:39.1220
42.00,145593,2022-03-30 20:54:39.1670
42.00,145637,2022-03-30 20:54:39.2120
42.00,145681,2022-03-30 20:54:39.2560
42.00,145728,2022-03-30 20:54:39.3020
42.00,145775,2022-03-30 20:54:39.3500
38.00,145823,2022-03-30 20:54:39.3980
38.00,145868,2022-03-30 20:54:39.4420
38.00,145905,2022-03-30 20:54:39.4800
38.00,145938,2022-03-30 20:54:39.5120
38.00,145974,2022-03-30 20:54:39.5480
38.00,146006,2022-03-30 20:54:39.5810
38.00,146040,2022-03-30 20:54:39.6140
38.00,146082,2022-03-30 20:54:39.6560
38.00,146110,2022-03-30 20:54:39.6840
38.00,146158,2022-03-30 20:54:39.7320
38.00,146205,2022-03-30 20:54:39.7790
38.00,146253,2022-03-30 20:54:39.8280
38.00,146301,2022-03-30 20:54:39.8760
38.00,146348,2022-03-30 20:54:39.9220
38.00,146393,2022-03-30 20:54:39.9680
38.00,146437,2022-03-30 20:54:40.0120
38.00,146481,2022-03-30 20:54:40.0550
33.00,146530,2022-03-30 20:54:40.1040
33.00,146576,2022-03-30 20:54:40.1510
33.00,146623,2022-03-30 20:54:40.1970
33.00,146669,2022-03-30 20:54:40.2440
33.00,146715,2022-03-30 20:54:40.2900
33.00,146763,2022-03-30 20:54:40.3370
33.00,146810,2022-03-30 20:54:40.3850
33.00,146859,2022-03-30 20:54:40.4330
33.00,146908,2022-03-30 20:54:40.4820
33.00,146954,2022-03-30 20:54:40.5280
33.00,147000,2022-03-30 20:54:40.5750
33.00,147047,2022-03-30 20:54:40.6220
33.00,147096,2022-03-30 20:54:40.6700
33.00,147145,2022-03-30 20:54:40.7190
33.00,147191,2022-03-30 20:54:40.7660
38.00,147238,2022-03-30 20:54:40.8130
38.00,147283,2022-03-30 20:54:40.8580
38.00,147329,2022-03-30 20:54:40.9040
38.00,147375,2022-03-30 20:54:40.9500
38.00,147424,2022-03-30 20:54:40.9990
38.00,147471,2022-03-30 20:54:41.0450
38.00,147520,2022-03-30 20:54:41.0940
38.00,147560,2022-03-30 20:54:41.1340
38.00,147607,2022-03-30 20:54:41.1810
38.00,147659,2022-03-30 20:54:41.2330
38.00,147706,2022-03-30 20:54:41.2800
38.00,147763,2022-03-30 20:54:41.3380
38.00,147811,2022-03-30 20:54:41.3860
38.00,147858,2022-03-30 20:54:41.4330
38.00,147905,2022-03-30 20:54:41.4790
42.00,147951,2022-03-30 20:54:41.5260
42.00,148000,2022-03-30 20:54:41.5750
42.00,148045,2022-03-30 20:54:41.6200
42.00,148093,2022-03-30 20:54:41.6680
42.00,148138,2022-03-30 20:54:41.7130
42.00,148184,2022-03-30 20:54:41.7590
42.00,148227,2022-03-30 20:54:41.8010
42.00,148274,2022-03-30 20:54:41.8480
42.00,148322,2022-03-30 20:54:41.8960
42.00,148369,2022-03-30 20:54:41.9430
42.00,148416,2022-03-30 20:54:41.9900
42.00,148463,2022-03-30 20:54:42.0370
42.00,148509,2022-03-30 20:54:42.0840
42.00,148554,2022-03-30 20:54:42.1280
42.00,148601,2022-03-30 20:54:42.1750
33.00,148652,2022-03-30 20:54:42.2270
33.00,148699,2022-03-30 20:54:42.2740
33.00,148746,2022-03-30 20:54:42.3200
33.00,148790,2022-03-30 20:54:42.3640
33.00,148835,2022-03-30 20:54:42.4090
33.00,148880,2022-03-30 20:54:42.4540
33.00,148928,2022-03-30 20:54:42.5030
33.00,148973,2022-03-30 20:54:42.5480
33.00,149020,2022-03-30 20:54:42.5950
33.00,149067,2022-03-30 20:54:42.6410
33.00,149110,2022-03-30 20:54:42.6850
