LIGHT (lux),Time sin`ce start in ms,YYYY-MO-DD HH-MI-SS.SSSS
99.00,443057,2022-04-05 14:41:36.8590
99.00,443087,2022-04-05 14:41:36.8900
99.00,443124,2022-04-05 14:41:36.9260
99.00,443160,2022-04-05 14:41:36.9620
99.00,443195,2022-04-05 14:41:36.9980
99.00,443234,2022-04-05 14:41:37.0360
99.00,443268,2022-04-05 14:41:37.0710
99.00,443308,2022-04-05 14:41:37.1110
99.00,443348,2022-04-05 14:41:37.1500
99.00,443383,2022-04-05 14:41:37.1850
99.00,443419,2022-04-05 14:41:37.2210
99.00,443454,2022-04-05 14:41:37.2570
94.00,443490,2022-04-05 14:41:37.2920
94.00,443521,2022-04-05 14:41:37.3240
94.00,443554,2022-04-05 14:41:37.3570
94.00,443589,2022-04-05 14:41:37.3920
94.00,443622,2022-04-05 14:41:37.4250
94.00,443660,2022-04-05 14:41:37.4620
94.00,443692,2022-04-05 14:41:37.4950
94.00,443731,2022-04-05 14:41:37.5340
71.00,443769,2022-04-05 14:41:37.5720
71.00,443805,2022-04-05 14:41:37.6070
71.00,443840,2022-04-05 14:41:37.6430
71.00,443876,2022-04-05 14:41:37.6790
71.00,443911,2022-04-05 14:41:37.7140
71.00,443945,2022-04-05 14:41:37.7480
71.00,443984,2022-04-05 14:41:37.7870
71.00,444016,2022-04-05 14:41:37.8190
71.00,444052,2022-04-05 14:41:37.8540
71.00,444092,2022-04-05 14:41:37.8940
71.00,444127,2022-04-05 14:41:37.9300
71.00,444168,2022-04-05 14:41:37.9710
71.00,444205,2022-04-05 14:41:38.0080
85.00,444239,2022-04-05 14:41:38.0420
85.00,444278,2022-04-05 14:41:38.0800
85.00,444309,2022-04-05 14:41:38.1110
85.00,444344,2022-04-05 14:41:38.1460
85.00,444379,2022-04-05 14:41:38.1820
85.00,444416,2022-04-05 14:41:38.2190
85.00,444451,2022-04-05 14:41:38.2530
85.00,444488,2022-04-05 14:41:38.2910
99.00,444521,2022-04-05 14:41:38.3230
99.00,444552,2022-04-05 14:41:38.3550
99.00,444587,2022-04-05 14:41:38.3900
99.00,444624,2022-04-05 14:41:38.4260
99.00,444660,2022-04-05 14:41:38.4620
99.00,444696,2022-04-05 14:41:38.4980
99.00,444734,2022-04-05 14:41:38.5360
99.00,444771,2022-04-05 14:41:38.5730
99.00,444808,2022-04-05 14:41:38.6100
99.00,444841,2022-04-05 14:41:38.6430
99.00,444870,2022-04-05 14:41:38.6730
99.00,444904,2022-04-05 14:41:38.7070
99.00,444938,2022-04-05 14:41:38.7410
99.00,444974,2022-04-05 14:41:38.7770
99.00,445006,2022-04-05 14:41:38.8090
99.00,445044,2022-04-05 14:41:38.8460
99.00,445081,2022-04-05 14:41:38.8840
99.00,445117,2022-04-05 14:41:38.9190
99.00,445153,2022-04-05 14:41:38.9550
99.00,445189,2022-04-05 14:41:38.9920
99.00,445230,2022-04-05 14:41:39.0320
99.00,445267,2022-04-05 14:41:39.0690
99.00,445306,2022-04-05 14:41:39.1080
99.00,445335,2022-04-05 14:41:39.1380
99.00,445375,2022-04-05 14:41:39.1770
99.00,445410,2022-04-05 14:41:39.2120
99.00,445448,2022-04-05 14:41:39.2510
99.00,445486,2022-04-05 14:41:39.2880
97.00,445520,2022-04-05 14:41:39.3230
97.00,445557,2022-04-05 14:41:39.3600
97.00,445594,2022-04-05 14:41:39.3970
97.00,445628,2022-04-05 14:41:39.4310
97.00,445669,2022-04-05 14:41:39.4710
97.00,445705,2022-04-05 14:41:39.5080
97.00,445740,2022-04-05 14:41:39.5420
71.00,445774,2022-04-05 14:41:39.5770
71.00,445811,2022-04-05 14:41:39.6140
71.00,445847,2022-04-05 14:41:39.6490
71.00,445882,2022-04-05 14:41:39.6840
71.00,445920,2022-04-05 14:41:39.7230
71.00,445953,2022-04-05 14:41:39.7550
71.00,445990,2022-04-05 14:41:39.7920
71.00,446021,2022-04-05 14:41:39.8230
71.00,446051,2022-04-05 14:41:39.8530
71.00,446086,2022-04-05 14:41:39.8890
71.00,446124,2022-04-05 14:41:39.9260
71.00,446158,2022-04-05 14:41:39.9610
71.00,446196,2022-04-05 14:41:39.9990
71.00,446236,2022-04-05 14:41:40.0380
83.00,446271,2022-04-05 14:41:40.0730
83.00,446304,2022-04-05 14:41:40.1070
83.00,446339,2022-04-05 14:41:40.1420
83.00,446377,2022-04-05 14:41:40.1790
83.00,446418,2022-04-05 14:41:40.2210
83.00,446455,2022-04-05 14:41:40.2580
83.00,446487,2022-04-05 14:41:40.2900
99.00,446521,2022-04-05 14:41:40.3240
99.00,446556,2022-04-05 14:41:40.3590
99.00,446588,2022-04-05 14:41:40.3910
99.00,446621,2022-04-05 14:41:40.4240
99.00,446658,2022-04-05 14:41:40.4610
99.00,446692,2022-04-05 14:41:40.4950
99.00,446731,2022-04-05 14:41:40.5340
99.00,446770,2022-04-05 14:41:40.5720
99.00,446804,2022-04-05 14:41:40.6060
99.00,446839,2022-04-05 14:41:40.6420
99.00,446875,2022-04-05 14:41:40.6780
99.00,446913,2022-04-05 14:41:40.7150
99.00,446944,2022-04-05 14:41:40.7470
99.00,446981,2022-04-05 14:41:40.7840
99.00,447020,2022-04-05 14:41:40.8230
99.00,447050,2022-04-05 14:41:40.8530
99.00,447087,2022-04-05 14:41:40.8900
99.00,447126,2022-04-05 14:41:40.9280
99.00,447161,2022-04-05 14:41:40.9640
99.00,447195,2022-04-05 14:41:40.9980
99.00,447232,2022-04-05 14:41:41.0340
99.00,447264,2022-04-05 14:41:41.0670
99.00,447299,2022-04-05 14:41:41.1010
99.00,447334,2022-04-05 14:41:41.1360
99.00,447369,2022-04-05 14:41:41.1710
99.00,447405,2022-04-05 14:41:41.2070
99.00,447439,2022-04-05 14:41:41.2410
99.00,447480,2022-04-05 14:41:41.2820
98.00,447520,2022-04-05 14:41:41.3220
98.00,447557,2022-04-05 14:41:41.3600
98.00,447594,2022-04-05 14:41:41.3960
98.00,447631,2022-04-05 14:41:41.4330
98.00,447667,2022-04-05 14:41:41.4690
98.00,447699,2022-04-05 14:41:41.5020
98.00,447735,2022-04-05 14:41:41.5380
71.00,447775,2022-04-05 14:41:41.5770
71.00,447812,2022-04-05 14:41:41.6140
71.00,447848,2022-04-05 14:41:41.6500
71.00,447885,2022-04-05 14:41:41.6880
71.00,447925,2022-04-05 14:41:41.7270
71.00,447959,2022-04-05 14:41:41.7620
71.00,447997,2022-04-05 14:41:41.7990
71.00,448036,2022-04-05 14:41:41.8380
71.00,448069,2022-04-05 14:41:41.8710
71.00,448103,2022-04-05 14:41:41.9060
71.00,448139,2022-04-05 14:41:41.9420
71.00,448176,2022-04-05 14:41:41.9790
71.00,448212,2022-04-05 14:41:42.0140
71.00,448253,2022-04-05 14:41:42.0550
81.00,448288,2022-04-05 14:41:42.0910
81.00,448323,2022-04-05 14:41:42.1260
81.00,448361,2022-04-05 14:41:42.1640
81.00,448391,2022-04-05 14:41:42.1930
81.00,448427,2022-04-05 14:41:42.2300
81.00,448466,2022-04-05 14:41:42.2680
81.00,448505,2022-04-05 14:41:42.3070
99.00,448542,2022-04-05 14:41:42.3440
99.00,448575,2022-04-05 14:41:42.3770
99.00,448607,2022-04-05 14:41:42.4100
99.00,448642,2022-04-05 14:41:42.4450
99.00,448678,2022-04-05 14:41:42.4810
99.00,448716,2022-04-05 14:41:42.5190
99.00,448745,2022-04-05 14:41:42.5470
99.00,448785,2022-04-05 14:41:42.5870
99.00,448826,2022-04-05 14:41:42.6280
99.00,448860,2022-04-05 14:41:42.6620
99.00,448901,2022-04-05 14:41:42.7040
99.00,448930,2022-04-05 14:41:42.7330
99.00,448966,2022-04-05 14:41:42.7690
99.00,449004,2022-04-05 14:41:42.8060
99.00,449038,2022-04-05 14:41:42.8400
99.00,449077,2022-04-05 14:41:42.8800
99.00,449112,2022-04-05 14:41:42.9140
99.00,449141,2022-04-05 14:41:42.9440
99.00,449176,2022-04-05 14:41:42.9780
99.00,449211,2022-04-05 14:41:43.0130
99.00,449252,2022-04-05 14:41:43.0550
99.00,449283,2022-04-05 14:41:43.0850
99.00,449322,2022-04-05 14:41:43.1250
99.00,449356,2022-04-05 14:41:43.1580
99.00,449398,2022-04-05 14:41:43.2010
99.00,449436,2022-04-05 14:41:43.2380
99.00,449473,2022-04-05 14:41:43.2760
99.00,449512,2022-04-05 14:41:43.3140
99.00,449549,2022-04-05 14:41:43.3520
99.00,449585,2022-04-05 14:41:43.3870
99.00,449622,2022-04-05 14:41:43.4240
99.00,449661,2022-04-05 14:41:43.4640
99.00,449690,2022-04-05 14:41:43.4920
99.00,449728,2022-04-05 14:41:43.5310
72.00,449767,2022-04-05 14:41:43.5700
72.00,449805,2022-04-05 14:41:43.6080
72.00,449841,2022-04-05 14:41:43.6440
72.00,449878,2022-04-05 14:41:43.6810
72.00,449911,2022-04-05 14:41:43.7140
72.00,449942,2022-04-05 14:41:43.7450
72.00,449979,2022-04-05 14:41:43.7810
71.00,450015,2022-04-05 14:41:43.8170
71.00,450050,2022-04-05 14:41:43.8530
71.00,450090,2022-04-05 14:41:43.8920
71.00,450122,2022-04-05 14:41:43.9240
71.00,450154,2022-04-05 14:41:43.9560
71.00,450189,2022-04-05 14:41:43.9920
71.00,450225,2022-04-05 14:41:44.0280
71.00,450261,2022-04-05 14:41:44.0640
80.00,450298,2022-04-05 14:41:44.1000
80.00,450332,2022-04-05 14:41:44.1340
80.00,450368,2022-04-05 14:41:44.1700
80.00,450405,2022-04-05 14:41:44.2070
80.00,450438,2022-04-05 14:41:44.2410
80.00,450473,2022-04-05 14:41:44.2760
80.00,450510,2022-04-05 14:41:44.3120
99.00,450545,2022-04-05 14:41:44.3480
99.00,450583,2022-04-05 14:41:44.3860
99.00,450619,2022-04-05 14:41:44.4220
99.00,450653,2022-04-05 14:41:44.4550
99.00,450690,2022-04-05 14:41:44.4930
99.00,450727,2022-04-05 14:41:44.5300
99.00,450763,2022-04-05 14:41:44.5650
100.00,450799,2022-04-05 14:41:44.6010
100.00,450838,2022-04-05 14:41:44.6400
100.00,450870,2022-04-05 14:41:44.6720
100.00,450904,2022-04-05 14:41:44.7070
100.00,450945,2022-04-05 14:41:44.7470
100.00,450984,2022-04-05 14:41:44.7870
100.00,451024,2022-04-05 14:41:44.8260
100.00,451061,2022-04-05 14:41:44.8640
100.00,451097,2022-04-05 14:41:44.9000
100.00,451135,2022-04-05 14:41:44.9370
100.00,451172,2022-04-05 14:41:44.9740
100.00,451204,2022-04-05 14:41:45.0060
100.00,451239,2022-04-05 14:41:45.0410
99.00,451273,2022-04-05 14:41:45.0760
99.00,451308,2022-04-05 14:41:45.1110
99.00,451340,2022-04-05 14:41:45.1430
99.00,451370,2022-04-05 14:41:45.1730
99.00,451405,2022-04-05 14:41:45.2080
99.00,451440,2022-04-05 14:41:45.2420
99.00,451477,2022-04-05 14:41:45.2790
99.00,451519,2022-04-05 14:41:45.3210
99.00,451557,2022-04-05 14:41:45.3600
99.00,451599,2022-04-05 14:41:45.4010
99.00,451633,2022-04-05 14:41:45.4350
99.00,451669,2022-04-05 14:41:45.4710
99.00,451705,2022-04-05 14:41:45.5080
99.00,451740,2022-04-05 14:41:45.5430
75.00,451777,2022-04-05 14:41:45.5800
75.00,451816,2022-04-05 14:41:45.6190
75.00,451854,2022-04-05 14:41:45.6560
75.00,451890,2022-04-05 14:41:45.6920
75.00,451925,2022-04-05 14:41:45.7280
75.00,451958,2022-04-05 14:41:45.7600
75.00,451995,2022-04-05 14:41:45.7970
71.00,452024,2022-04-05 14:41:45.8260
71.00,452059,2022-04-05 14:41:45.8610
71.00,452100,2022-04-05 14:41:45.9030
71.00,452138,2022-04-05 14:41:45.9400
71.00,452173,2022-04-05 14:41:45.9760
71.00,452203,2022-04-05 14:41:46.0050
71.00,452239,2022-04-05 14:41:46.0410
78.00,452274,2022-04-05 14:41:46.0770
78.00,452307,2022-04-05 14:41:46.1090
78.00,452341,2022-04-05 14:41:46.1440
78.00,452378,2022-04-05 14:41:46.1800
78.00,452417,2022-04-05 14:41:46.2200
78.00,452453,2022-04-05 14:41:46.2560
78.00,452488,2022-04-05 14:41:46.2900
98.00,452529,2022-04-05 14:41:46.3320
98.00,452565,2022-04-05 14:41:46.3670
98.00,452601,2022-04-05 14:41:46.4030
98.00,452637,2022-04-05 14:41:46.4400
98.00,452674,2022-04-05 14:41:46.4770
98.00,452710,2022-04-05 14:41:46.5130
98.00,452743,2022-04-05 14:41:46.5450
99.00,452781,2022-04-05 14:41:46.5840
99.00,452820,2022-04-05 14:41:46.6230
99.00,452856,2022-04-05 14:41:46.6590
99.00,452892,2022-04-05 14:41:46.6950
99.00,452925,2022-04-05 14:41:46.7270
99.00,452960,2022-04-05 14:41:46.7620
99.00,453002,2022-04-05 14:41:46.8040
99.00,453037,2022-04-05 14:41:46.8400
99.00,453077,2022-04-05 14:41:46.8800
99.00,453117,2022-04-05 14:41:46.9190
99.00,453144,2022-04-05 14:41:46.9470
99.00,453181,2022-04-05 14:41:46.9830
99.00,453211,2022-04-05 14:41:47.0140
99.00,453246,2022-04-05 14:41:47.0480
98.00,453284,2022-04-05 14:41:47.0860
98.00,453323,2022-04-05 14:41:47.1260
98.00,453355,2022-04-05 14:41:47.1570
98.00,453389,2022-04-05 14:41:47.1910
98.00,453426,2022-04-05 14:41:47.2290
98.00,453461,2022-04-05 14:41:47.2630
98.00,453502,2022-04-05 14:41:47.3040
99.00,453539,2022-04-05 14:41:47.3410
99.00,453573,2022-04-05 14:41:47.3750
99.00,453610,2022-04-05 14:41:47.4130
99.00,453647,2022-04-05 14:41:47.4500
99.00,453679,2022-04-05 14:41:47.4810
99.00,453710,2022-04-05 14:41:47.5130
99.00,453742,2022-04-05 14:41:47.5440
76.00,453778,2022-04-05 14:41:47.5800
76.00,453811,2022-04-05 14:41:47.6140
76.00,453855,2022-04-05 14:41:47.6570
76.00,453889,2022-04-05 14:41:47.6910
76.00,453923,2022-04-05 14:41:47.7250
76.00,453960,2022-04-05 14:41:47.7620
76.00,454000,2022-04-05 14:41:47.8020
71.00,454035,2022-04-05 14:41:47.8370
71.00,454073,2022-04-05 14:41:47.8760
71.00,454107,2022-04-05 14:41:47.9100
71.00,454143,2022-04-05 14:41:47.9460
71.00,454181,2022-04-05 14:41:47.9840
71.00,454216,2022-04-05 14:41:48.0190
71.00,454246,2022-04-05 14:41:48.0490
76.00,454282,2022-04-05 14:41:48.0840
76.00,454319,2022-04-05 14:41:48.1220
76.00,454350,2022-04-05 14:41:48.1530
76.00,454380,2022-04-05 14:41:48.1830
76.00,454411,2022-04-05 14:41:48.2130
76.00,454441,2022-04-05 14:41:48.2440
76.00,454475,2022-04-05 14:41:48.2770
76.00,454509,2022-04-05 14:41:48.3110
100.00,454550,2022-04-05 14:41:48.3520
100.00,454581,2022-04-05 14:41:48.3840
100.00,454617,2022-04-05 14:41:48.4190
100.00,454661,2022-04-05 14:41:48.4630
100.00,454688,2022-04-05 14:41:48.4910
100.00,454730,2022-04-05 14:41:48.5320
100.00,454767,2022-04-05 14:41:48.5690
100.00,454804,2022-04-05 14:41:48.6070
100.00,454838,2022-04-05 14:41:48.6400
100.00,454874,2022-04-05 14:41:48.6760
100.00,454909,2022-04-05 14:41:48.7120
100.00,454945,2022-04-05 14:41:48.7470
100.00,454981,2022-04-05 14:41:48.7830
100.00,455016,2022-04-05 14:41:48.8180
100.00,455051,2022-04-05 14:41:48.8530
100.00,455087,2022-04-05 14:41:48.8890
100.00,455123,2022-04-05 14:41:48.9250
100.00,455160,2022-04-05 14:41:48.9620
100.00,455194,2022-04-05 14:41:48.9960
100.00,455229,2022-04-05 14:41:49.0320
100.00,455258,2022-04-05 14:41:49.0600
100.00,455291,2022-04-05 14:41:49.0940
100.00,455325,2022-04-05 14:41:49.1270
100.00,455360,2022-04-05 14:41:49.1620
100.00,455395,2022-04-05 14:41:49.1970
100.00,455432,2022-04-05 14:41:49.2350
100.00,455467,2022-04-05 14:41:49.2700
100.00,455509,2022-04-05 14:41:49.3110
100.00,455543,2022-04-05 14:41:49.3460
100.00,455576,2022-04-05 14:41:49.3780
100.00,455610,2022-04-05 14:41:49.4130
100.00,455640,2022-04-05 14:41:49.4430
100.00,455673,2022-04-05 14:41:49.4760
100.00,455698,2022-04-05 14:41:49.5000
100.00,455737,2022-04-05 14:41:49.5400
100.00,455776,2022-04-05 14:41:49.5790
77.00,455816,2022-04-05 14:41:49.6180
77.00,455854,2022-04-05 14:41:49.6560
77.00,455886,2022-04-05 14:41:49.6880
77.00,455924,2022-04-05 14:41:49.7260
77.00,455960,2022-04-05 14:41:49.7620
77.00,455997,2022-04-05 14:41:49.8000
77.00,456032,2022-04-05 14:41:49.8340
71.00,456069,2022-04-05 14:41:49.8720
71.00,456104,2022-04-05 14:41:49.9070
71.00,456141,2022-04-05 14:41:49.9430
71.00,456177,2022-04-05 14:41:49.9800
71.00,456211,2022-04-05 14:41:50.0130
71.00,456251,2022-04-05 14:41:50.0530
71.00,456281,2022-04-05 14:41:50.0830
75.00,456311,2022-04-05 14:41:50.1130
75.00,456350,2022-04-05 14:41:50.1530
75.00,456381,2022-04-05 14:41:50.1830
75.00,456418,2022-04-05 14:41:50.2210
75.00,456456,2022-04-05 14:41:50.2580
75.00,456492,2022-04-05 14:41:50.2940
75.00,456525,2022-04-05 14:41:50.3280
100.00,456559,2022-04-05 14:41:50.3610
100.00,456595,2022-04-05 14:41:50.3980
100.00,456632,2022-04-05 14:41:50.4340
100.00,456671,2022-04-05 14:41:50.4730
100.00,456703,2022-04-05 14:41:50.5060
100.00,456738,2022-04-05 14:41:50.5400
100.00,456773,2022-04-05 14:41:50.5760
100.00,456814,2022-04-05 14:41:50.6170
100.00,456850,2022-04-05 14:41:50.6520
100.00,456887,2022-04-05 14:41:50.6900
100.00,456925,2022-04-05 14:41:50.7270
100.00,456962,2022-04-05 14:41:50.7640
100.00,456998,2022-04-05 14:41:50.8000
100.00,457034,2022-04-05 14:41:50.8360
100.00,457071,2022-04-05 14:41:50.8730
100.00,457106,2022-04-05 14:41:50.9090
100.00,457146,2022-04-05 14:41:50.9480
100.00,457185,2022-04-05 14:41:50.9870
100.00,457221,2022-04-05 14:41:51.0240
100.00,457258,2022-04-05 14:41:51.0600
100.00,457292,2022-04-05 14:41:51.0950
100.00,457326,2022-04-05 14:41:51.1280
100.00,457359,2022-04-05 14:41:51.1620
100.00,457394,2022-04-05 14:41:51.1970
100.00,457433,2022-04-05 14:41:51.2360
100.00,457463,2022-04-05 14:41:51.2650
100.00,457501,2022-04-05 14:41:51.3030
100.00,457542,2022-04-05 14:41:51.3450
100.00,457578,2022-04-05 14:41:51.3810
100.00,457616,2022-04-05 14:41:51.4190
100.00,457654,2022-04-05 14:41:51.4560
100.00,457691,2022-04-05 14:41:51.4940
100.00,457725,2022-04-05 14:41:51.5270
100.00,457765,2022-04-05 14:41:51.5670
79.00,457804,2022-04-05 14:41:51.6070
79.00,457839,2022-04-05 14:41:51.6410
79.00,457874,2022-04-05 14:41:51.6760
79.00,457910,2022-04-05 14:41:51.7130
79.00,457945,2022-04-05 14:41:51.7480
79.00,457978,2022-04-05 14:41:51.7810
79.00,458014,2022-04-05 14:41:51.8170
71.00,458050,2022-04-05 14:41:51.8520
71.00,458092,2022-04-05 14:41:51.8940
71.00,458121,2022-04-05 14:41:51.9230
71.00,458157,2022-04-05 14:41:51.9590
71.00,458190,2022-04-05 14:41:51.9920
71.00,458224,2022-04-05 14:41:52.0260
71.00,458259,2022-04-05 14:41:52.0610
73.00,458295,2022-04-05 14:41:52.0980
73.00,458332,2022-04-05 14:41:52.1340
73.00,458368,2022-04-05 14:41:52.1710
73.00,458406,2022-04-05 14:41:52.2080
73.00,458445,2022-04-05 14:41:52.2480
73.00,458480,2022-04-05 14:41:52.2820
73.00,458510,2022-04-05 14:41:52.3130
73.00,458540,2022-04-05 14:41:52.3430
99.00,458573,2022-04-05 14:41:52.3750
99.00,458606,2022-04-05 14:41:52.4080
99.00,458642,2022-04-05 14:41:52.4440
99.00,458675,2022-04-05 14:41:52.4770
99.00,458707,2022-04-05 14:41:52.5090
99.00,458744,2022-04-05 14:41:52.5460
99.00,458784,2022-04-05 14:41:52.5860
98.00,458823,2022-04-05 14:41:52.6260
98.00,458859,2022-04-05 14:41:52.6620
98.00,458891,2022-04-05 14:41:52.6930
98.00,458924,2022-04-05 14:41:52.7270
98.00,458961,2022-04-05 14:41:52.7630
98.00,459000,2022-04-05 14:41:52.8030
98.00,459039,2022-04-05 14:41:52.8420
98.00,459074,2022-04-05 14:41:52.8770
98.00,459108,2022-04-05 14:41:52.9110
98.00,459145,2022-04-05 14:41:52.9470
98.00,459182,2022-04-05 14:41:52.9850
98.00,459216,2022-04-05 14:41:53.0190
98.00,459250,2022-04-05 14:41:53.0520
98.00,459287,2022-04-05 14:41:53.0900
99.00,459322,2022-04-05 14:41:53.1250
99.00,459354,2022-04-05 14:41:53.1570
99.00,459390,2022-04-05 14:41:53.1920
99.00,459426,2022-04-05 14:41:53.2280
99.00,459461,2022-04-05 14:41:53.2630
99.00,459502,2022-04-05 14:41:53.3040
99.00,459536,2022-04-05 14:41:53.3390
80.00,459573,2022-04-05 14:41:53.3760
80.00,459605,2022-04-05 14:41:53.4080
80.00,459639,2022-04-05 14:41:53.4420
80.00,459676,2022-04-05 14:41:53.4780
80.00,459709,2022-04-05 14:41:53.5120
80.00,459740,2022-04-05 14:41:53.5420
80.00,459776,2022-04-05 14:41:53.5790
71.00,459816,2022-04-05 14:41:53.6180
71.00,459851,2022-04-05 14:41:53.6540
71.00,459890,2022-04-05 14:41:53.6930
71.00,459926,2022-04-05 14:41:53.7280
71.00,459959,2022-04-05 14:41:53.7610
71.00,459994,2022-04-05 14:41:53.7970
71.00,460032,2022-04-05 14:41:53.8340
72.00,460068,2022-04-05 14:41:53.8710
72.00,460099,2022-04-05 14:41:53.9020
72.00,460137,2022-04-05 14:41:53.9400
72.00,460172,2022-04-05 14:41:53.9750
72.00,460202,2022-04-05 14:41:54.0050
72.00,460236,2022-04-05 14:41:54.0380
72.00,460262,2022-04-05 14:41:54.0640
72.00,460293,2022-04-05 14:41:54.0960
99.00,460325,2022-04-05 14:41:54.1270
99.00,460356,2022-04-05 14:41:54.1580
99.00,460386,2022-04-05 14:41:54.1880
99.00,460417,2022-04-05 14:41:54.2190
99.00,460449,2022-04-05 14:41:54.2510
99.00,460482,2022-04-05 14:41:54.2840
99.00,460513,2022-04-05 14:41:54.3150
99.00,460550,2022-04-05 14:41:54.3530
99.00,460591,2022-04-05 14:41:54.3930
99.00,460625,2022-04-05 14:41:54.4280
99.00,460663,2022-04-05 14:41:54.4650
99.00,460702,2022-04-05 14:41:54.5050
99.00,460734,2022-04-05 14:41:54.5370
99.00,460770,2022-04-05 14:41:54.5720
99.00,460806,2022-04-05 14:41:54.6090
99.00,460841,2022-04-05 14:41:54.6440
99.00,460875,2022-04-05 14:41:54.6770
99.00,460908,2022-04-05 14:41:54.7100
99.00,460944,2022-04-05 14:41:54.7460
99.00,460981,2022-04-05 14:41:54.7840
99.00,461020,2022-04-05 14:41:54.8230
99.00,461056,2022-04-05 14:41:54.8590
99.00,461093,2022-04-05 14:41:54.8950
99.00,461131,2022-04-05 14:41:54.9330
99.00,461168,2022-04-05 14:41:54.9710
99.00,461207,2022-04-05 14:41:55.0100
99.00,461245,2022-04-05 14:41:55.0470
99.00,461281,2022-04-05 14:41:55.0830
99.00,461317,2022-04-05 14:41:55.1190
99.00,461348,2022-04-05 14:41:55.1500
99.00,461380,2022-04-05 14:41:55.1830
99.00,461412,2022-04-05 14:41:55.2150
99.00,461453,2022-04-05 14:41:55.2560
99.00,461489,2022-04-05 14:41:55.2910
99.00,461529,2022-04-05 14:41:55.3320
81.00,461567,2022-04-05 14:41:55.3690
81.00,461603,2022-04-05 14:41:55.4050
81.00,461640,2022-04-05 14:41:55.4420
81.00,461676,2022-04-05 14:41:55.4790
81.00,461716,2022-04-05 14:41:55.5190
81.00,461752,2022-04-05 14:41:55.5540
81.00,461787,2022-04-05 14:41:55.5890
71.00,461825,2022-04-05 14:41:55.6270
71.00,461859,2022-04-05 14:41:55.6610
71.00,461894,2022-04-05 14:41:55.6970
71.00,461930,2022-04-05 14:41:55.7330
71.00,461967,2022-04-05 14:41:55.7690
71.00,462004,2022-04-05 14:41:55.8060
71.00,462042,2022-04-05 14:41:55.8450
71.00,462082,2022-04-05 14:41:55.8850
71.00,462121,2022-04-05 14:41:55.9240
71.00,462156,2022-04-05 14:41:55.9590
71.00,462193,2022-04-05 14:41:55.9960
71.00,462231,2022-04-05 14:41:56.0340
71.00,462270,2022-04-05 14:41:56.0720
98.00,462315,2022-04-05 14:41:56.1170
98.00,462346,2022-04-05 14:41:56.1480
98.00,462377,2022-04-05 14:41:56.1800
98.00,462415,2022-04-05 14:41:56.2170
98.00,462453,2022-04-05 14:41:56.2550
98.00,462488,2022-04-05 14:41:56.2910
98.00,462524,2022-04-05 14:41:56.3270
100.00,462562,2022-04-05 14:41:56.3650
100.00,462598,2022-04-05 14:41:56.4010
100.00,462634,2022-04-05 14:41:56.4370
100.00,462671,2022-04-05 14:41:56.4740
100.00,462704,2022-04-05 14:41:56.5060
100.00,462739,2022-04-05 14:41:56.5410
100.00,462773,2022-04-05 14:41:56.5750
100.00,462808,2022-04-05 14:41:56.6100
99.00,462843,2022-04-05 14:41:56.6450
99.00,462880,2022-04-05 14:41:56.6830
99.00,462915,2022-04-05 14:41:56.7180
99.00,462952,2022-04-05 14:41:56.7550
99.00,462990,2022-04-05 14:41:56.7930
99.00,463028,2022-04-05 14:41:56.8310
99.00,463065,2022-04-05 14:41:56.8670
99.00,463103,2022-04-05 14:41:56.9060
99.00,463137,2022-04-05 14:41:56.9390
99.00,463174,2022-04-05 14:41:56.9770
99.00,463212,2022-04-05 14:41:57.0150
99.00,463245,2022-04-05 14:41:57.0470
99.00,463281,2022-04-05 14:41:57.0840
99.00,463320,2022-04-05 14:41:57.1230
99.00,463351,2022-04-05 14:41:57.1540
99.00,463386,2022-04-05 14:41:57.1880
99.00,463423,2022-04-05 14:41:57.2250
99.00,463456,2022-04-05 14:41:57.2590
99.00,463495,2022-04-05 14:41:57.2980
99.00,463532,2022-04-05 14:41:57.3350
85.00,463568,2022-04-05 14:41:57.3710
85.00,463608,2022-04-05 14:41:57.4100
